0,0000, 1512671238.55
1, 0.00000, 1512671238.55
2, 0.00000, 1512671238.56
3, 0.00000, 1512671238.56
4, 0.00000, 1512671238.56
5, 0.00000, 1512671238.56
0, 0.00000, 1512671238.56
1, 0.00000, 1512671238.56
.00000, 1512671238.56
4, 0.00000, 1512671238.56
5, 0.00000, 1512671238.57
0, 0.00000, 1512671238.57
1, 0.00000, 1512671238.57
2, 0.00000, 1512671238.57
3, 0.00000, 1512671238.57
4, 0.00000, 1512671238.57
5, 0.00000, 1512671238.57
0, 0.00000, 1512671238.57
1, 0.00000, 1512671238.57
0, 0.00000, 1512671239.61
1, 0.00000, 1512671240.11
2, 0.00000, 1512671240.62
3, 0.00000, 1512671241.12
4, 0.00000, 1512671241.62
5, 0.00000, 1512671242.12
0, 0.00000, 1512671242.62
1, 0.00000, 1512671243.12
2, 0.00000, 1512671243.62
3, 0.00000, 1512671244.12
4, 0.00000, 1512671244.62
5, 0.00000, 1512671245.12
0, 0.00000, 1512671245.62
1, 0.00000, 1512671246.13
2, 0.00000, 1512671246.63
3, 0.00000, 1512671247.13
4, 0.00000, 1512671247.63
5, 0.00000, 1512671248.13
0, 0.00000, 1512671248.63
1, 0.00000, 1512671249.13
2, 0.00000, 1512671249.63
3, 0.00000, 1512671250.13
4, 0.00000, 1512671250.63
5, 0.00000, 1512671251.14
0, 0.00000, 1512671251.64
1, 0.00000, 1512671252.13
2, 0.00000, 1512671252.64
3, 0.00000, 1512671253.14
4, 0.00000, 1512671253.64
5, 0.00000, 1512671254.14
0, 0.00000, 1512671254.64
1, 0.00000, 1512671255.14
2, 0.00000, 1512671255.64
3, 0.00000, 1512671256.14
4, 0.00000, 1512671256.64
5, 0.00000, 1512671257.14
0, 0.00000, 1512671257.64
1, 0.00000, 1512671258.15
2, 0.00000, 1512671258.65
3, 1.28516, 1512671259.15
4, 0.00000, 1512671259.65
5, 0.00000, 1512671260.15
0, 0.00000, 1512671260.65
1, 0.00000, 1512671261.15
2, 1.25781, 1512671261.65
3, 1.27734, 1512671262.15
4, 1.27539, 1512671262.65
5, 0.00000, 1512671263.15
0, 0.00000, 1512671263.66
1, 0.00000, 1512671264.16
2, 1.25195, 1512671264.66
3, 1.26953, 1512671265.16
4, 1.27148, 1512671265.66
5, 0.00000, 1512671266.16
0, 1.24805, 1512671266.66
1, 1.28125, 1512671267.16
2, 1.24609, 1512671267.66
3, 1.26563, 1512671268.16
4, 1.26953, 1512671268.67
5, 0.00000, 1512671269.17
0, 1.24219, 1512671269.67
1, 1.27344, 1512671270.16
2, 1.24023, 1512671270.67
3, 1.26172, 1512671271.17
4, 1.26367, 1512671271.67
5, 1.27930, 1512671272.17
0, 1.23438, 1512671272.67
1, 1.26172, 1512671273.17
2, 1.23438, 1512671273.67
3, 1.25781, 1512671274.17
4, 1.25977, 1512671274.67
5, 1.25391, 1512671275.17
0, 1.23242, 1512671275.68
1, 1.25586, 1512671276.18
2, 1.23047, 1512671276.68
3, 1.25391, 1512671277.18
4, 1.25586, 1512671277.68
5, 1.24805, 1512671278.18
0, 1.22852, 1512671278.68
1, 1.25195, 1512671279.18
2, 1.22656, 1512671279.68
3, 1.25000, 1512671280.18
4, 1.25195, 1512671280.69
5, 1.24219, 1512671281.19
0, 1.22461, 1512671281.69
1, 1.24805, 1512671282.19
2, 1.22461, 1512671282.69
3, 1.24805, 1512671283.19
4, 1.24805, 1512671283.69
5, 1.23828, 1512671284.19
0, 1.22070, 1512671284.69
1, 1.24609, 1512671285.19
2, 1.22070, 1512671285.7
3, 1.24414, 1512671286.2
4, 1.24414, 1512671286.7
5, 1.23438, 1512671287.2
0, 1.21680, 1512671287.7
1, 1.24219, 1512671288.2
2, 1.21875, 1512671288.7
3, 1.24219, 1512671289.2
4, 1.24219, 1512671289.7
5, 1.23242, 1512671290.2
0, 1.21484, 1512671290.71
1, 1.24023, 1512671291.2
2, 1.21680, 1512671291.7
3, 1.24023, 1512671292.2
4, 1.23828, 1512671292.71
5, 1.22852, 1512671293.21
0, 1.21094, 1512671293.71
1, 1.23633, 1512671294.21
2, 1.21484, 1512671294.71
3, 1.23828, 1512671295.21
4, 1.23633, 1512671295.71
5, 1.22656, 1512671296.21
0, 1.20898, 1512671296.71
1, 1.23438, 1512671297.21
2, 1.21289, 1512671297.72
3, 1.23438, 1512671298.22
4, 1.23438, 1512671298.72
5, 1.22461, 1512671299.22
0, 1.20703, 1512671299.72
1, 1.23242, 1512671300.22
2, 1.20898, 1512671300.72
3, 1.23242, 1512671301.22
4, 1.23047, 1512671301.72
5, 1.22070, 1512671302.22
0, 1.20508, 1512671302.73
1, 1.23047, 1512671303.23
2, 1.20703, 1512671303.73
3, 1.23047, 1512671304.23
4, 1.22852, 1512671304.73
5, 1.21875, 1512671305.23
0, 1.20313, 1512671305.73
1, 1.22852, 1512671306.23
2, 1.20508, 1512671306.73
3, 1.22852, 1512671307.23
4, 1.22656, 1512671307.74
5, 1.21680, 1512671308.24
0, 1.20117, 1512671308.74
1, 1.22656, 1512671309.24
2, 1.20313, 1512671309.74
3, 1.22656, 1512671310.24
4, 1.22461, 1512671310.74
5, 1.21484, 1512671311.24
0, 1.19922, 1512671311.74
1, 1.22461, 1512671312.24
2, 1.20313, 1512671312.74
3, 1.22461, 1512671313.24
4, 1.22266, 1512671313.74
5, 1.21289, 1512671314.25
0, 1.19922, 1512671314.75
1, 1.22266, 1512671315.25
2, 1.20117, 1512671315.75
3, 1.22461, 1512671316.25
4, 1.22070, 1512671316.75
5, 1.21094, 1512671317.25
0, 1.19727, 1512671317.75
1, 1.22070, 1512671318.25
2, 1.19922, 1512671318.75
3, 1.22266, 1512671319.25
4, 1.21875, 1512671319.76
5, 1.20898, 1512671320.26
0, 1.19531, 1512671320.76
1, 1.21875, 1512671321.26
2, 1.19727, 1512671321.76
3, 1.22070, 1512671322.26
4, 1.21875, 1512671322.76
5, 1.20703, 1512671323.26
0, 1.19336, 1512671323.76
1, 1.21875, 1512671324.26
2, 1.19727, 1512671324.77
3, 1.21875, 1512671325.27
4, 1.21680, 1512671325.76
5, 1.20508, 1512671326.27
0, 1.19141, 1512671326.77
1, 1.21680, 1512671327.27
2, 1.19531, 1512671327.77
3, 1.21680, 1512671328.27
4, 1.21484, 1512671328.77
5, 1.20508, 1512671329.27
0, 1.19141, 1512671329.78
1, 1.21484, 1512671330.27
2, 1.19531, 1512671330.77
3, 1.21680, 1512671331.28
4, 1.21289, 1512671331.78
5, 1.20313, 1512671332.28
0, 1.18945, 1512671332.78
1, 1.21484, 1512671333.28
2, 1.19336, 1512671333.78
3, 1.21484, 1512671334.28
4, 1.21094, 1512671334.78
5, 1.20117, 1512671335.28
0, 1.18750, 1512671335.78
1, 1.21289, 1512671336.29
2, 1.19141, 1512671336.79
3, 1.21289, 1512671337.29
4, 1.21094, 1512671337.79
5, 1.19922, 1512671338.29
0, 1.18555, 1512671338.79
1, 1.21094, 1512671339.29
2, 1.19141, 1512671339.79
3, 1.21289, 1512671340.29
4, 1.20898, 1512671340.79
5, 1.19922, 1512671341.29
0, 1.18555, 1512671341.8
1, 1.20898, 1512671342.3
2, 1.18945, 1512671342.8
3, 1.21094, 1512671343.3
4, 1.20703, 1512671343.8
5, 1.19727, 1512671344.3
0, 1.18359, 1512671344.8
1, 1.20898, 1512671345.3
2, 1.18750, 1512671345.8
3, 1.20898, 1512671346.3
4, 1.20703, 1512671346.81
5, 1.19531, 1512671347.31
0, 1.18359, 1512671347.81
1, 1.20703, 1512671348.31
2, 1.18750, 1512671348.81
3, 1.20898, 1512671349.31
4, 1.20508, 1512671349.81
5, 1.19531, 1512671350.31
0, 1.18164, 1512671350.81
1, 1.20508, 1512671351.31
2, 1.18555, 1512671351.81
3, 1.20703, 1512671352.31
4, 1.20313, 1512671352.81
5, 1.19336, 1512671353.32
0, 1.17969, 1512671353.82
1, 1.20313, 1512671354.32
2, 1.18555, 1512671354.82
3, 1.20508, 1512671355.32
4, 1.20313, 1512671355.82
5, 1.19141, 1512671356.32
0, 1.17773, 1512671356.82
1, 1.20313, 1512671357.32
2, 1.18359, 1512671357.82
3, 1.20313, 1512671358.33
4, 1.20117, 1512671358.83
5, 1.19141, 1512671359.33
0, 1.17773, 1512671359.83
1, 1.20117, 1512671360.33
2, 1.18164, 1512671360.83
3, 1.20313, 1512671361.33
4, 1.20117, 1512671361.83
5, 1.18945, 1512671362.33
0, 1.17578, 1512671362.83
1, 1.20117, 1512671363.34
2, 1.18164, 1512671363.84
3, 1.20117, 1512671364.34
4, 1.19922, 1512671364.84
5, 1.18750, 1512671365.34
0, 1.17383, 1512671365.84
1, 1.19922, 1512671366.34
2, 1.17969, 1512671366.84
3, 1.20117, 1512671367.34
4, 1.19727, 1512671367.84
5, 1.18750, 1512671368.34
0, 1.17383, 1512671368.84
1, 1.19727, 1512671369.34
2, 1.17969, 1512671369.84
3, 1.19922, 1512671370.35
4, 1.19727, 1512671370.85
5, 1.18555, 1512671371.35
0, 1.17188, 1512671371.85
1, 1.19727, 1512671372.35
2, 1.17773, 1512671372.85
3, 1.19727, 1512671373.35
4, 1.19727, 1512671373.85
5, 1.18555, 1512671374.35
0, 1.17188, 1512671374.85
1, 1.19531, 1512671375.36
2, 1.17773, 1512671375.86
3, 1.19727, 1512671376.36
4, 1.19531, 1512671376.86
5, 1.18359, 1512671377.36
0, 1.16992, 1512671377.86
1, 1.19336, 1512671378.36
2, 1.17578, 1512671378.86
3, 1.19531, 1512671379.36
4, 1.19336, 1512671379.86
5, 1.18359, 1512671380.37
0, 1.16992, 1512671380.87
1, 1.19336, 1512671381.37
2, 1.17578, 1512671381.87
3, 1.19531, 1512671382.37
4, 1.19336, 1512671382.87
5, 1.18164, 1512671383.37
0, 1.16797, 1512671383.87
1, 1.19141, 1512671384.37
2, 1.17383, 1512671384.87
3, 1.19336, 1512671385.38
4, 1.19141, 1512671385.88
5, 1.18164, 1512671386.38
0, 1.16797, 1512671386.87
1, 1.19141, 1512671387.38
2, 1.17188, 1512671387.88
3, 1.19336, 1512671388.38
4, 1.19141, 1512671388.88
5, 1.17969, 1512671389.38
0, 1.16602, 1512671389.88
1, 1.18945, 1512671390.38
2, 1.17188, 1512671390.88
3, 1.19141, 1512671391.38
4, 1.18945, 1512671391.88
5, 1.17773, 1512671392.39
0, 1.16406, 1512671392.89
1, 1.18945, 1512671393.39
2, 1.17188, 1512671393.89
3, 1.18945, 1512671394.39
4, 1.18945, 1512671394.89
5, 1.17773, 1512671395.39
0, 1.16406, 1512671395.89
1, 1.18750, 1512671396.39
2, 1.16992, 1512671396.89
3, 1.18945, 1512671397.4
4, 1.18750, 1512671397.9
5, 1.17773, 1512671398.4
0, 1.16211, 1512671398.9
1, 1.18750, 1512671399.4
2, 1.16992, 1512671399.9
3, 1.18750, 1512671400.4
4, 1.18750, 1512671400.9
5, 1.17578, 1512671401.4
0, 1.16211, 1512671401.9
1, 1.18555, 1512671402.41
2, 1.16797, 1512671402.91
3, 1.18750, 1512671403.41
4, 1.18555, 1512671403.91
5, 1.17578, 1512671404.41
0, 1.16016, 1512671404.91
1, 1.18555, 1512671405.41
2, 1.16797, 1512671405.91
3, 1.18555, 1512671406.41
4, 1.18555, 1512671406.91
5, 1.17383, 1512671407.42
0, 1.15820, 1512671407.91
1, 1.18359, 1512671408.41
2, 1.16602, 1512671408.91
3, 1.18555, 1512671409.42
4, 1.18359, 1512671409.92
5, 1.17383, 1512671410.42
0, 1.15820, 1512671410.92
1, 1.18359, 1512671411.42
2, 1.16602, 1512671411.92
3, 1.18359, 1512671412.42
4, 1.18359, 1512671412.92
5, 1.17188, 1512671413.42
0, 1.15625, 1512671413.92
1, 1.18164, 1512671414.43
2, 1.16602, 1512671414.93
3, 1.18359, 1512671415.43
4, 1.18164, 1512671415.93
5, 1.17188, 1512671416.43
0, 1.15430, 1512671416.93
1, 1.18164, 1512671417.43
2, 1.16406, 1512671417.93
3, 1.18164, 1512671418.43
4, 1.18164, 1512671418.93
5, 1.16992, 1512671419.44
0, 1.15430, 1512671419.94
1, 1.17969, 1512671420.44
2, 1.16406, 1512671420.94
3, 1.18164, 1512671421.44
4, 1.18164, 1512671421.94
5, 1.16992, 1512671422.44
0, 1.15234, 1512671422.94
1, 1.17969, 1512671423.44
2, 1.16211, 1512671423.94
3, 1.17969, 1512671424.45
4, 1.17969, 1512671424.95
5, 1.16797, 1512671425.45
0, 1.15430, 1512671425.95
1, 1.17969, 1512671426.45
2, 1.16211, 1512671426.95
3, 1.17969, 1512671427.45
4, 1.17969, 1512671427.95
5, 1.16797, 1512671428.45
0, 1.15430, 1512671428.95
1, 1.17773, 1512671429.45
2, 1.16016, 1512671429.95
3, 1.17773, 1512671430.45
4, 1.17773, 1512671430.96
5, 1.16602, 1512671431.46
0, 1.15234, 1512671431.96
1, 1.17773, 1512671432.46
2, 1.16016, 1512671432.96
3, 1.17773, 1512671433.46
4, 1.17773, 1512671433.96
5, 1.16602, 1512671434.46
0, 1.15039, 1512671434.96
1, 1.17578, 1512671435.46
2, 1.15820, 1512671435.96
3, 1.17773, 1512671436.47
4, 1.17578, 1512671436.97
5, 1.16602, 1512671437.47
