2, 0.00000, 1512606136.79
1, 0.00000, 1512606136.79
2, 0.00000, 1512606136.79
3, 0.00000, 1512606136.79
4, 0.00000, 1512606136.8
.00000, 1512606136.8
1, 0.00000, 1512606136.8
2, 0.00000, 1512606136.8
3, 0.00000, 1512606136.8
4, 0.00000, 1512606136.8
5, 0.00000, 1512606136.8
0, 0.00000, 1512606136.8
1, 0.00000, 1512606136.8
2, 0.00000, 1512606136.8
3, 0.00000, 1512606136.8
4, 0.00000, 1512606136.8
0, 0.00000, 1512606137.85
1, 0.00000, 1512606138.35
2, 0.00000, 1512606138.86
3, 0.00000, 1512606139.36
4, 0.00000, 1512606139.86
5, 0.00000, 1512606140.36
0, 0.00000, 1512606140.86
1, 0.00000, 1512606141.36
2, 0.00000, 1512606141.86
3, 0.00000, 1512606142.36
4, 0.00000, 1512606142.86
5, 0.00000, 1512606143.36
0, 0.00000, 1512606143.86
1, 0.00000, 1512606144.37
2, 0.00000, 1512606144.87
3, 0.00000, 1512606145.37
4, 0.00000, 1512606145.87
5, 0.00000, 1512606146.37
0, 0.00000, 1512606146.87
1, 0.00000, 1512606147.37
2, 0.00000, 1512606147.87
3, 0.00000, 1512606148.37
4, 0.00000, 1512606148.87
5, 0.00000, 1512606149.37
0, 0.00000, 1512606149.88
1, 0.00000, 1512606150.38
2, 0.00000, 1512606150.88
3, 0.00000, 1512606151.38
4, 0.00000, 1512606151.88
5, 0.00000, 1512606152.38
0, 0.00000, 1512606152.88
1, 0.00000, 1512606153.38
2, 0.00000, 1512606153.88
3, 0.00000, 1512606154.38
4, 0.00000, 1512606154.88
5, 0.00000, 1512606155.38
0, 0.00000, 1512606155.88
1, 0.00000, 1512606156.38
2, 0.00000, 1512606156.89
3, 0.00000, 1512606157.39
4, 0.00000, 1512606157.89
5, 0.00000, 1512606158.39
0, 0.00000, 1512606158.89
1, 0.00000, 1512606159.39
2, 0.00000, 1512606159.89
3, 0.00000, 1512606160.39
4, 0.00000, 1512606160.89
5, 0.00000, 1512606161.39
0, 0.00000, 1512606161.9
1, 0.00000, 1512606162.4
2, 0.00000, 1512606162.9
3, 0.00000, 1512606163.4
4, 0.00000, 1512606163.9
5, 0.00000, 1512606164.4
0, 0.00000, 1512606164.9
1, 0.00000, 1512606165.4
2, 0.00000, 1512606165.9
3, 0.00000, 1512606166.4
4, 0.00000, 1512606166.9
5, 0.00000, 1512606167.41
0, 0.00000, 1512606167.91
1, 0.00000, 1512606168.41
2, 0.00000, 1512606168.91
3, 0.00000, 1512606169.41
4, 0.00000, 1512606169.91
5, 0.00000, 1512606170.41
0, 0.00000, 1512606170.91
1, 0.00000, 1512606171.41
2, 0.00000, 1512606171.91
3, 0.00000, 1512606172.41
4, 0.00000, 1512606172.91
5, 0.00000, 1512606173.41
0, 0.00000, 1512606173.91
1, 0.00000, 1512606174.42
2, 0.00000, 1512606174.92
3, 0.00000, 1512606175.42
4, 0.00000, 1512606175.92
5, 0.00000, 1512606176.42
0, 0.00000, 1512606176.92
1, 0.00000, 1512606177.42
2, 0.00000, 1512606177.92
3, 0.00000, 1512606178.42
4, 0.00000, 1512606178.92
5, 0.00000, 1512606179.42
0, 0.00000, 1512606179.93
1, 0.00000, 1512606180.43
2, 0.00000, 1512606180.93
3, 0.00000, 1512606181.43
