4, , 0.00000, 1512440754.91
3, 0.00000, 1512440754.91
4, 0.00000, 1512440754.91
5, 0.00000, 1512440754.92
0, 0.00000, 1512440754.92
1, 0.00000, 1512440754.92
.00000, 1512440754.92
4, 0.00000, 1512440754.92
5, 0.00000, 1512440754.92
0, 0.00000, 1512440754.92
1, 0.00000, 1512440754.92
2, 0.00000, 1512440754.92
3, 0.00000, 1512440754.92
4, 0.00000, 1512440754.92
5, 0.00000, 1512440754.92
0, 0.00000, 1512440754.92
1, 0.00000, 1512440754.93
2, 0.00000, 1512440754.97
3, 0.00000, 1512440755.46
4, 0.00000, 1512440755.96
5, 0.00000, 1512440756.46
0, 0.00000, 1512440756.97
1, 0.00000, 1512440757.47
2, 0.00000, 1512440757.97
3, 0.00000, 1512440758.47
4, 0.00000, 1512440758.97
5, 0.00000, 1512440759.47
0, 0.00000, 1512440759.97
1, 0.00000, 1512440760.47
2, 0.00000, 1512440760.97
3, 0.00000, 1512440761.47
4, 0.00000, 1512440761.98
5, 0.00000, 1512440762.48
0, 1.25195, 1512440762.98
1, 0.00000, 1512440763.48
2, 0.00000, 1512440763.98
3, 0.00000, 1512440764.48
4, 0.00000, 1512440764.98
5, 1.28516, 1512440765.48
0, 1.26563, 1512440765.98
1, 0.00000, 1512440766.48
2, 0.00000, 1512440766.99
3, 0.00000, 1512440767.49
4, 0.00000, 1512440767.99
5, 1.27734, 1512440768.49
0, 1.26172, 1512440768.99
1, 0.00000, 1512440769.49
2, 0.00000, 1512440769.99
3, 0.00000, 1512440770.49
4, 0.00000, 1512440770.99
5, 1.27148, 1512440771.49
0, 1.25781, 1512440771.99
1, 1.22070, 1512440772.5
2, 0.00000, 1512440773.0
3, 1.25781, 1512440773.5
4, 0.00000, 1512440774.0
5, 1.26758, 1512440774.5
0, 1.25391, 1512440775.0
1, 1.21680, 1512440775.5
2, 0.00000, 1512440776.0
3, 1.25195, 1512440776.5
4, 1.28711, 1512440777.0
5, 1.26367, 1512440777.5
0, 1.25195, 1512440778.0
1, 1.21289, 1512440778.5
2, 0.00000, 1512440779.01
3, 1.24805, 1512440779.51
4, 1.26367, 1512440780.01
5, 1.25977, 1512440780.51
0, 1.24805, 1512440781.01
1, 1.21094, 1512440781.51
2, 0.00000, 1512440782.01
3, 1.24414, 1512440782.51
4, 1.25781, 1512440783.01
5, 1.25781, 1512440783.51
0, 1.24609, 1512440784.02
1, 1.20703, 1512440784.52
2, 1.26367, 1512440785.02
3, 1.24023, 1512440785.52
4, 1.25391, 1512440786.02
5, 1.25391, 1512440786.52
0, 1.24414, 1512440787.02
1, 1.20508, 1512440787.52
2, 1.24609, 1512440788.02
3, 1.23828, 1512440788.52
4, 1.25000, 1512440789.02
5, 1.25195, 1512440789.53
0, 1.24219, 1512440790.03
1, 1.20117, 1512440790.53
2, 1.24219, 1512440791.03
3, 1.23438, 1512440791.53
4, 1.24805, 1512440792.03
5, 1.25000, 1512440792.53
0, 1.23828, 1512440793.03
1, 1.19922, 1512440793.53
2, 1.23828, 1512440794.03
3, 1.23242, 1512440794.53
4, 1.24414, 1512440795.03
5, 1.24805, 1512440795.53
0, 1.23828, 1512440796.04
1, 1.19727, 1512440796.54
2, 1.23633, 1512440797.04
3, 1.23047, 1512440797.54
4, 1.24219, 1512440798.04
5, 1.24609, 1512440798.54
0, 1.23438, 1512440799.04
1, 1.19531, 1512440799.54
2, 1.23242, 1512440800.04
3, 1.22852, 1512440800.54
4, 1.24023, 1512440801.05
5, 1.24414, 1512440801.55
0, 1.23438, 1512440802.05
1, 1.19336, 1512440802.55
2, 1.23047, 1512440803.05
3, 1.22461, 1512440803.55
4, 1.23633, 1512440804.05
5, 1.24219, 1512440804.55
0, 1.23242, 1512440805.05
1, 1.19141, 1512440805.55
2, 1.22852, 1512440806.06
3, 1.22266, 1512440806.56
4, 1.23438, 1512440807.06
5, 1.24023, 1512440807.56
0, 1.23047, 1512440808.06
1, 1.19141, 1512440808.56
